posting_year,city,company_size,industry,job_title,seniority_level,ai_intensity_score,salary_usd,automation_risk_score,ai_job_displacement_risk,industry_ai_adoption_stage
2023,Lagos,Small,Healthcare,AI Researcher,Junior,0.06,23845,0.86,High,Growing
2011,Singapore,Enterprise,Retail,Policy Analyst,Lead,0.13,22508,0.78,Medium,Emerging
2018,Bangalore,Medium,Energy,Business Analyst,Junior,0.43,93047,0.24,High,Growing
2024,Nairobi,Small,Energy,AI Researcher,Intern,0.89,99707,0.33,High,Growing
2024,Sydney,Medium,Tech,Product Manager,Mid,0.43,62760,0.39,Low,Mature
2013,Seoul,Enterprise,Education,Data Scientist,Lead,0.12,73470,0.72,Low,Emerging
2018,Singapore,Small,Retail,Data Scientist,Mid,0.11,80807,0.79,Low,Growing
2012,Singapore,Large,Tech,Research Scientist,Executive,0.12,80651,0.71,Medium,Emerging
2017,New York,Small,Energy,Software Engineer,Mid,0.11,24672,0.77,High,Growing
2016,Nairobi,Large,Agriculture,Data Scientist,Mid,0.82,100561,0.26,Medium,Emerging
2021,Nairobi,Small,Manufacturing,Business Analyst,Mid,0.88,126535,0.24,High,Growing
2017,New York,Medium,Finance,AI Researcher,Intern,0.41,108996,0.2,High,Growing
2016,Toronto,Startup,Healthcare,ML Engineer,Lead,0.17,24603,0.87,Medium,Emerging
2020,Lagos,Enterprise,Tech,ML Engineer,Intern,0.03,67549,0.7,High,Growing
2013,Sao Paulo,Small,Tech,Product Manager,Senior,0.15,61472,0.75,Low,Emerging
2024,Dubai,Enterprise,Government,Operations Manager,Mid,0.54,110476,0.22,Medium,Growing
2011,Singapore,Startup,Education,Systems Engineer,Senior,0.18,33728,0.75,Low,Emerging
2010,Dubai,Startup,Agriculture,Business Analyst,Intern,0.09,15610,0.72,High,Emerging
2012,Lagos,Startup,Agriculture,ML Engineer,Intern,0.06,66019,0.61,Low,Emerging
2019,Seoul,Enterprise,Education,Product Manager,Mid,0.1,77183,0.71,High,Growing
2021,Bangalore,Small,Retail,Research Scientist,Intern,0.11,25501,0.7,High,Growing
2014,Tokyo,Startup,Healthcare,Policy Analyst,Lead,0.05,84154,0.6,Low,Emerging
2010,Lagos,Medium,Agriculture,Operations Manager,Mid,0,60006,0.87,High,Emerging
2022,Lagos,Small,Manufacturing,Research Scientist,Intern,0.68,59944,0.32,Medium,Growing
2012,Berlin,Startup,Agriculture,AI Researcher,Senior,0.11,41656,0.7,Low,Emerging
2022,Tokyo,Enterprise,Healthcare,AI Researcher,Executive,0.62,35340,0.3,Medium,Growing
2014,Bangalore,Startup,Education,Operations Manager,Mid,0.02,69244,0.89,Low,Emerging
2018,Tokyo,Medium,Government,AI Researcher,Junior,0.18,47255,0.78,Medium,Growing
2024,Singapore,Large,Healthcare,Software Engineer,Lead,0.16,87841,0.76,Low,Growing
2025,Berlin,Small,Manufacturing,Systems Engineer,Junior,0.43,111629,0.34,Low,Growing
2020,Toronto,Enterprise,Agriculture,Systems Engineer,Executive,0.75,36294,0.27,Medium,Growing
2024,Sydney,Large,Finance,Data Scientist,Junior,0.64,69085,0.12,Medium,Mature
2024,Seoul,Enterprise,Retail,AI Researcher,Senior,0.82,115676,0.36,Low,Growing
2025,Sao Paulo,Large,Government,Software Engineer,Executive,0.59,110833,0.38,Medium,Growing
2024,Bangalore,Startup,Agriculture,Operations Manager,Lead,0.08,79024,0.83,Medium,Growing
2022,Lagos,Large,Healthcare,Software Engineer,Mid,0.9,104935,0.11,Low,Growing
2025,Sao Paulo,Small,Government,Systems Engineer,Intern,0.11,91600,0.88,High,Growing
2019,Bangalore,Startup,Tech,Systems Engineer,Executive,0.01,19857,0.63,High,Growing
2021,Sao Paulo,Small,Education,Systems Engineer,Intern,0.09,66655,0.73,Medium,Growing
2017,Paris,Medium,Energy,Operations Manager,Junior,0.83,32552,0.27,Low,Growing
2010,Lagos,Large,Agriculture,Business Analyst,Senior,0.07,33028,0.75,Low,Emerging
2024,Tokyo,Small,Tech,Product Manager,Junior,0.51,135770,0.1,Medium,Mature
2023,Paris,Enterprise,Education,Research Scientist,Mid,0.16,85202,0.64,High,Growing
2015,Lagos,Small,Education,Policy Analyst,Lead,0.01,34938,0.74,High,Emerging
2021,Berlin,Large,Finance,Research Scientist,Lead,0.11,42845,0.77,Medium,Growing
2021,Sao Paulo,Enterprise,Energy,Product Manager,Junior,0.01,27120,0.81,High,Growing
2018,Bangalore,Startup,Agriculture,ML Engineer,Junior,0.84,100609,0.21,Medium,Growing
2010,Sao Paulo,Small,Agriculture,Systems Engineer,Intern,0.08,18038,0.67,High,Emerging
2015,Singapore,Startup,Energy,Systems Engineer,Executive,0.19,34900,0.78,Low,Emerging
2017,Lagos,Medium,Energy,Software Engineer,Intern,0.14,41342,0.77,Medium,Growing
2022,Bangalore,Startup,Education,Policy Analyst,Senior,0.95,116594,0.17,Low,Growing
2023,Sydney,Medium,Healthcare,Policy Analyst,Executive,0.41,128883,0.3,Low,Growing
2025,London,Large,Tech,Research Scientist,Junior,0.44,38395,0.17,High,Mature
2012,New York,Small,Retail,Software Engineer,Junior,0.11,30286,0.65,High,Emerging
2013,Singapore,Medium,Education,Research Scientist,Mid,0.06,85785,0.81,Low,Emerging
2015,Singapore,Startup,Agriculture,Data Scientist,Intern,0.13,81303,0.72,High,Emerging
2022,Tokyo,Large,Retail,Systems Engineer,Lead,0.86,103838,0.25,High,Growing
2011,New York,Small,Government,Systems Engineer,Lead,0.06,65091,0.87,High,Emerging
2020,Sydney,Large,Energy,Systems Engineer,Mid,0.19,71546,0.85,Low,Growing
2013,Singapore,Startup,Tech,Data Scientist,Intern,0.13,22205,0.85,Medium,Emerging
2013,Lagos,Large,Energy,Software Engineer,Mid,0.03,55775,0.88,Medium,Emerging
2013,Paris,Enterprise,Retail,Product Manager,Senior,0.1,61659,0.63,Low,Emerging
2025,Sao Paulo,Enterprise,Agriculture,Software Engineer,Mid,0.47,133960,0.25,Low,Growing
2019,Tokyo,Large,Healthcare,Operations Manager,Executive,0.11,77166,0.87,High,Growing
2022,Paris,Small,Finance,ML Engineer,Senior,0.91,105784,0.26,Low,Mature
2019,Seoul,Large,Manufacturing,Data Scientist,Mid,0.8,130235,0.12,Low,Growing
2016,London,Small,Finance,Software Engineer,Intern,0.61,32774,0.35,Low,Emerging
2012,New York,Medium,Energy,Business Analyst,Mid,0.18,50546,0.69,Medium,Emerging
2012,Berlin,Large,Finance,ML Engineer,Mid,0.09,57176,0.78,Low,Emerging
2016,Paris,Medium,Education,Systems Engineer,Lead,0.11,38366,0.76,High,Emerging
2024,London,Enterprise,Energy,Systems Engineer,Junior,0.76,117222,0.12,Low,Growing
2018,Toronto,Large,Manufacturing,Product Manager,Intern,0.04,74369,0.7,High,Growing
2016,Lagos,Startup,Energy,Software Engineer,Lead,0.06,19785,0.89,Medium,Emerging
2024,Tokyo,Medium,Government,Research Scientist,Junior,0.91,92005,0.35,High,Growing
2011,Tokyo,Large,Retail,Software Engineer,Senior,0.1,17310,0.86,High,Emerging
2015,Nairobi,Large,Healthcare,Data Scientist,Intern,0.12,50601,0.71,High,Emerging
2010,Toronto,Large,Retail,Policy Analyst,Junior,0.05,53201,0.83,Low,Emerging
2015,Seoul,Medium,Retail,Operations Manager,Senior,0.88,79297,0.16,High,Emerging
2018,Nairobi,Large,Education,Data Scientist,Executive,0.11,33406,0.7,High,Growing
2023,Tokyo,Large,Manufacturing,Product Manager,Senior,0.79,30151,0.29,Medium,Growing
2015,Sao Paulo,Enterprise,Healthcare,Systems Engineer,Senior,0.54,119403,0.4,Medium,Emerging
2023,Nairobi,Enterprise,Government,Business Analyst,Senior,0.78,151228,0.28,Medium,Growing
2015,Berlin,Large,Healthcare,Operations Manager,Senior,0.65,96367,0.19,High,Emerging
2018,Seoul,Small,Energy,Software Engineer,Junior,0.05,93149,0.88,High,Growing
2024,Bangalore,Startup,Education,Product Manager,Executive,0.05,81796,0.77,High,Growing
2010,Sao Paulo,Small,Healthcare,Software Engineer,Junior,0.13,73068,0.81,High,Emerging
2025,Tokyo,Startup,Education,Systems Engineer,Executive,0.1,25394,0.74,Low,Growing
2010,Sao Paulo,Small,Retail,ML Engineer,Intern,0.08,19532,0.7,Low,Emerging
2025,Lagos,Enterprise,Finance,Business Analyst,Executive,0.48,95337,0.23,Medium,Mature
2016,Seoul,Enterprise,Retail,Operations Manager,Senior,0.09,56868,0.88,Low,Emerging
2011,Toronto,Enterprise,Education,Business Analyst,Executive,0.01,32094,0.85,Medium,Emerging
2024,Toronto,Startup,Retail,Policy Analyst,Lead,0.85,137310,0.22,High,Growing
2014,Singapore,Small,Energy,Product Manager,Senior,0.09,73829,0.89,High,Emerging
2013,Seoul,Large,Manufacturing,Research Scientist,Mid,0.16,74558,0.65,Low,Emerging
2013,Berlin,Large,Manufacturing,ML Engineer,Lead,0.72,85654,0.16,Medium,Emerging
2023,Toronto,Small,Government,Research Scientist,Executive,0.74,112359,0.22,Low,Growing
2024,Seoul,Startup,Retail,Business Analyst,Senior,0.91,32477,0.33,High,Growing
2025,Tokyo,Small,Tech,Product Manager,Mid,0.68,114705,0.19,High,Mature
2020,Seoul,Medium,Agriculture,ML Engineer,Senior,0.18,77735,0.69,High,Growing
2020,London,Enterprise,Government,Software Engineer,Senior,0.04,38701,0.88,Medium,Growing
2013,Bangalore,Startup,Government,Systems Engineer,Lead,0.14,74913,0.7,Medium,Emerging
2018,New York,Large,Manufacturing,Policy Analyst,Junior,0.65,54387,0.14,High,Growing
2020,London,Large,Tech,Data Scientist,Junior,0.62,95197,0.22,High,Growing
2022,Lagos,Medium,Tech,Data Scientist,Executive,0.5,130733,0.34,Medium,Mature
2025,Dubai,Large,Agriculture,Product Manager,Intern,0.85,64611,0.3,Low,Growing
2025,Singapore,Startup,Tech,Data Scientist,Executive,0.9,40922,0.3,Low,Mature
2014,Dubai,Small,Education,ML Engineer,Executive,0.13,74855,0.66,Low,Emerging
2016,Sydney,Startup,Education,Operations Manager,Executive,0.13,21751,0.75,High,Emerging
2010,Sao Paulo,Enterprise,Government,Product Manager,Executive,0.57,44679,0.19,High,Emerging
2016,Sydney,Large,Education,Data Scientist,Junior,0.04,70086,0.7,Low,Emerging
2021,Bangalore,Small,Government,Data Scientist,Junior,0.17,82590,0.6,Low,Growing
2010,Seoul,Small,Healthcare,ML Engineer,Lead,0.15,51292,0.7,High,Emerging
2024,Sao Paulo,Enterprise,Agriculture,Software Engineer,Junior,0.13,26479,0.78,High,Growing
2015,Seoul,Small,Finance,Data Scientist,Executive,0.15,52628,0.67,Medium,Emerging
2014,Nairobi,Startup,Education,ML Engineer,Intern,0.17,20101,0.65,Medium,Emerging
2023,Tokyo,Large,Tech,AI Researcher,Mid,0.53,34816,0.25,High,Mature
2017,Nairobi,Medium,Healthcare,AI Researcher,Lead,0.13,37467,0.75,Low,Growing
2019,Dubai,Medium,Finance,AI Researcher,Executive,0.72,36209,0.19,Medium,Growing
2023,Bangalore,Enterprise,Education,Product Manager,Mid,0.82,109370,0.13,Low,Growing
2010,Paris,Enterprise,Education,AI Researcher,Executive,0.01,68252,0.77,Low,Emerging
2023,Berlin,Startup,Agriculture,Product Manager,Senior,0.87,112936,0.23,Low,Growing
2012,Berlin,Small,Government,Product Manager,Lead,0.19,21514,0.78,Medium,Emerging
2023,Bangalore,Medium,Agriculture,ML Engineer,Senior,0.1,80599,0.81,High,Growing
2024,Sydney,Startup,Finance,Policy Analyst,Lead,0.83,124336,0.33,High,Mature
2020,Sydney,Startup,Manufacturing,Research Scientist,Intern,0.04,74658,0.64,High,Growing
2012,Sydney,Large,Agriculture,Systems Engineer,Executive,0.1,18932,0.8,Low,Emerging
2021,Dubai,Enterprise,Retail,Business Analyst,Executive,0.19,96626,0.83,Medium,Growing
2024,Singapore,Large,Manufacturing,Business Analyst,Intern,0.86,38432,0.23,High,Growing
2025,London,Enterprise,Manufacturing,Business Analyst,Mid,0.06,90057,0.85,Medium,Growing
2012,Sao Paulo,Enterprise,Retail,AI Researcher,Mid,0.17,49108,0.82,Low,Emerging
2011,Dubai,Startup,Retail,Business Analyst,Lead,0.05,61338,0.69,Medium,Emerging
2024,New York,Startup,Government,Business Analyst,Junior,0.62,113053,0.35,High,Growing
2013,New York,Startup,Government,Operations Manager,Intern,0.03,61755,0.6,Low,Emerging
2012,London,Small,Retail,ML Engineer,Mid,0.15,54715,0.85,High,Emerging
2020,Berlin,Medium,Tech,Systems Engineer,Executive,0.08,62799,0.72,Low,Growing
2021,Toronto,Small,Manufacturing,Business Analyst,Mid,0.05,83016,0.64,High,Growing
2025,Singapore,Startup,Finance,Research Scientist,Senior,0.66,146759,0.39,High,Mature
2020,New York,Large,Government,ML Engineer,Lead,0.93,122936,0.22,High,Growing
2019,Paris,Medium,Manufacturing,Product Manager,Mid,0.94,62735,0.14,Low,Growing
2013,Lagos,Large,Government,Data Scientist,Senior,0.1,65880,0.66,High,Emerging
2022,Nairobi,Medium,Finance,Policy Analyst,Junior,0.46,139679,0.24,Low,Mature
2018,Toronto,Enterprise,Agriculture,Systems Engineer,Mid,0.93,69182,0.28,High,Growing
2017,Berlin,Small,Agriculture,Product Manager,Junior,0.15,89361,0.79,Medium,Growing
2010,Sydney,Enterprise,Finance,Operations Manager,Senior,0.13,60634,0.72,High,Emerging
2025,Paris,Startup,Healthcare,Operations Manager,Mid,0.08,92133,0.7,High,Growing
2010,Paris,Small,Tech,Product Manager,Junior,0.16,33432,0.68,Medium,Emerging
2016,London,Enterprise,Manufacturing,Operations Manager,Lead,0.18,19923,0.7,High,Emerging
2025,Seoul,Startup,Agriculture,Business Analyst,Executive,0.08,83218,0.67,Medium,Growing
2010,Paris,Enterprise,Finance,AI Researcher,Executive,0.18,76196,0.77,High,Emerging
2015,Singapore,Enterprise,Retail,Policy Analyst,Junior,0.02,23437,0.83,High,Emerging
2014,Toronto,Startup,Finance,Business Analyst,Intern,0.51,109034,0.35,Low,Emerging
2020,Seoul,Enterprise,Agriculture,Business Analyst,Junior,0.18,28548,0.66,High,Growing
2013,Nairobi,Small,Manufacturing,Research Scientist,Intern,0.06,71081,0.88,High,Emerging
2025,Tokyo,Large,Education,Policy Analyst,Intern,0.59,137971,0.25,High,Growing
2021,Paris,Enterprise,Healthcare,Product Manager,Senior,0.41,133741,0.34,Low,Growing
2017,London,Medium,Retail,Operations Manager,Lead,0.78,28230,0.34,Low,Growing
2022,Lagos,Enterprise,Retail,Systems Engineer,Mid,0.01,36278,0.9,Low,Growing
2015,New York,Startup,Retail,Data Scientist,Intern,0.67,63527,0.27,Medium,Emerging
2012,Seoul,Medium,Government,Data Scientist,Executive,0.13,18256,0.65,High,Emerging
2011,Nairobi,Large,Retail,Software Engineer,Junior,0.18,50327,0.85,High,Emerging
2010,Dubai,Large,Finance,AI Researcher,Senior,0.14,68597,0.62,High,Emerging
2020,Tokyo,Startup,Education,Systems Engineer,Mid,0.94,56654,0.17,Low,Growing
2025,Seoul,Enterprise,Retail,AI Researcher,Intern,0.16,25167,0.62,Low,Growing
2019,Toronto,Small,Retail,AI Researcher,Junior,0.04,25955,0.85,Low,Growing
2015,Tokyo,Medium,Tech,ML Engineer,Lead,0.01,66412,0.7,Medium,Emerging
2010,Bangalore,Medium,Education,Systems Engineer,Lead,0.03,66975,0.75,Medium,Emerging
2010,Paris,Medium,Manufacturing,Business Analyst,Intern,0.11,49021,0.86,High,Emerging
2024,New York,Enterprise,Manufacturing,AI Researcher,Intern,0.11,108636,0.63,Low,Growing
2021,Sydney,Medium,Healthcare,Operations Manager,Lead,0.06,79312,0.61,High,Growing
2021,Tokyo,Medium,Finance,Systems Engineer,Intern,0.81,49911,0.1,Low,Growing
2014,Tokyo,Medium,Finance,Data Scientist,Senior,0.81,93726,0.27,Medium,Emerging
2020,Dubai,Medium,Finance,Data Scientist,Mid,0.13,83312,0.63,Medium,Growing
2015,London,Enterprise,Education,Policy Analyst,Intern,0.07,30697,0.61,High,Emerging
2016,Nairobi,Startup,Manufacturing,ML Engineer,Junior,0.06,70652,0.7,High,Emerging
2012,Toronto,Large,Government,Research Scientist,Mid,0.02,40921,0.85,Medium,Emerging
2012,Seoul,Large,Government,Operations Manager,Mid,0.15,42593,0.63,High,Emerging
2013,Sao Paulo,Startup,Agriculture,Operations Manager,Junior,0.19,20302,0.75,Low,Emerging
2013,Bangalore,Medium,Tech,Business Analyst,Mid,0.14,34065,0.89,Low,Emerging
2020,Tokyo,Small,Finance,Data Scientist,Executive,0.05,70640,0.72,Low,Growing
2014,Singapore,Large,Healthcare,Policy Analyst,Senior,0.2,34482,0.83,Medium,Emerging
2016,Toronto,Enterprise,Healthcare,Business Analyst,Lead,0.1,19327,0.61,Medium,Emerging
2024,Seoul,Startup,Education,Software Engineer,Lead,0.64,116127,0.18,High,Growing
2014,London,Medium,Government,Data Scientist,Junior,0.12,79992,0.79,Medium,Emerging
2019,Singapore,Enterprise,Government,Operations Manager,Executive,0.2,62918,0.75,Low,Growing
2012,New York,Small,Energy,Software Engineer,Lead,0.08,32552,0.62,Low,Emerging
2022,Lagos,Enterprise,Manufacturing,Product Manager,Junior,0.47,99732,0.32,Medium,Growing
2023,Toronto,Small,Government,Software Engineer,Intern,0.07,37596,0.63,Medium,Growing
2022,Sao Paulo,Medium,Education,Systems Engineer,Executive,0.72,42862,0.19,Low,Growing
2010,Paris,Medium,Tech,Policy Analyst,Junior,0.62,83397,0.15,High,Emerging
2024,Toronto,Small,Manufacturing,AI Researcher,Junior,0.84,86535,0.38,Low,Growing
2021,New York,Enterprise,Healthcare,AI Researcher,Executive,0.16,25936,0.83,High,Growing
2023,Paris,Enterprise,Education,Product Manager,Mid,0.56,44417,0.39,High,Growing
2020,Tokyo,Startup,Finance,Operations Manager,Intern,0.54,52540,0.27,High,Growing
2018,Seoul,Large,Government,Operations Manager,Executive,0.09,70160,0.61,High,Growing
2011,Paris,Large,Agriculture,Product Manager,Junior,0.02,56214,0.75,Low,Emerging
2011,Sao Paulo,Small,Agriculture,Software Engineer,Executive,0.17,37177,0.77,High,Emerging
2016,Toronto,Enterprise,Education,Systems Engineer,Lead,0.64,88682,0.11,Medium,Emerging
2017,Singapore,Small,Energy,AI Researcher,Senior,0.15,42639,0.72,High,Growing
2020,Singapore,Startup,Healthcare,Business Analyst,Senior,0.16,23397,0.66,Medium,Growing
2023,Toronto,Startup,Tech,Systems Engineer,Mid,0.12,29510,0.86,High,Mature
2022,Bangalore,Medium,Retail,AI Researcher,Intern,0.47,38911,0.23,Medium,Growing
2019,New York,Small,Finance,Product Manager,Junior,0.05,25064,0.86,High,Growing
2016,Seoul,Large,Manufacturing,AI Researcher,Lead,0.12,59742,0.72,Low,Emerging
2020,New York,Medium,Government,Research Scientist,Lead,0.17,49369,0.73,Medium,Growing
2022,Nairobi,Enterprise,Tech,Data Scientist,Senior,0.43,113745,0.18,Low,Mature
2024,Berlin,Startup,Retail,ML Engineer,Mid,0.73,126667,0.1,High,Growing
2020,Seoul,Medium,Retail,Business Analyst,Junior,0.54,115038,0.31,Medium,Growing
2017,Nairobi,Startup,Energy,Data Scientist,Intern,0.08,40249,0.61,Low,Growing
2013,Dubai,Small,Agriculture,Operations Manager,Mid,0.16,31806,0.9,High,Emerging
2014,Nairobi,Medium,Finance,Systems Engineer,Lead,0.03,21196,0.69,Medium,Emerging
2011,Seoul,Medium,Education,Policy Analyst,Executive,0.15,18271,0.74,High,Emerging
2017,Singapore,Enterprise,Manufacturing,Data Scientist,Mid,0.07,21725,0.62,High,Growing
2017,Berlin,Startup,Education,ML Engineer,Executive,0.09,22991,0.69,Low,Growing
2022,Tokyo,Enterprise,Healthcare,Systems Engineer,Mid,0.17,53180,0.86,High,Growing
2013,Paris,Enterprise,Finance,Business Analyst,Executive,0,61984,0.85,Medium,Emerging
2012,Sao Paulo,Medium,Agriculture,Data Scientist,Lead,0.01,59425,0.82,Low,Emerging
2012,Berlin,Small,Retail,AI Researcher,Mid,0.12,58461,0.67,Low,Emerging
2017,Berlin,Large,Finance,AI Researcher,Senior,0.87,57372,0.24,High,Growing
2023,Tokyo,Large,Manufacturing,ML Engineer,Junior,0.48,104407,0.19,Medium,Growing
2010,New York,Medium,Finance,Policy Analyst,Junior,0.04,18325,0.6,Medium,Emerging
2011,New York,Large,Energy,Business Analyst,Mid,0.11,20942,0.78,High,Emerging
2011,Paris,Small,Tech,Product Manager,Mid,0.04,67187,0.8,High,Emerging
2016,Singapore,Enterprise,Government,Operations Manager,Lead,0.05,81237,0.6,High,Emerging
2014,Lagos,Startup,Healthcare,Research Scientist,Senior,0.12,61550,0.84,Medium,Emerging
2014,Lagos,Small,Healthcare,Policy Analyst,Intern,0.06,24237,0.61,Low,Emerging
2024,Lagos,Startup,Retail,Data Scientist,Executive,0.77,105281,0.35,High,Growing
2022,London,Large,Finance,Operations Manager,Junior,0.89,50832,0.28,High,Mature
2012,Tokyo,Medium,Government,Research Scientist,Lead,0.08,66327,0.76,Low,Emerging
2011,Toronto,Startup,Energy,AI Researcher,Intern,0.05,63571,0.75,High,Emerging
2022,Seoul,Small,Government,Business Analyst,Intern,0.47,71591,0.26,High,Growing
2018,London,Enterprise,Finance,ML Engineer,Intern,0.86,93654,0.21,Low,Growing
2023,Tokyo,Enterprise,Education,AI Researcher,Mid,0.57,58053,0.37,Low,Growing
2010,Berlin,Large,Tech,AI Researcher,Lead,0.19,22099,0.65,Medium,Emerging
2017,Lagos,Small,Tech,AI Researcher,Senior,0.54,63019,0.31,High,Growing
2012,Berlin,Small,Energy,ML Engineer,Mid,0.03,35032,0.88,Medium,Emerging
2016,Seoul,Startup,Finance,Systems Engineer,Mid,0.02,36780,0.62,High,Emerging
2014,New York,Enterprise,Tech,ML Engineer,Executive,0.53,28074,0.28,High,Emerging
2024,Berlin,Enterprise,Government,Policy Analyst,Lead,0.79,72756,0.28,Medium,Growing
2011,Bangalore,Medium,Retail,Policy Analyst,Junior,0.06,20786,0.69,Medium,Emerging
2022,Lagos,Enterprise,Energy,Systems Engineer,Intern,0.73,73887,0.23,Medium,Growing
2015,London,Startup,Manufacturing,Data Scientist,Executive,0.13,86526,0.89,Low,Emerging
